,zip,year,month,datetime,City,State,Metro,CountyName,year-month,zri_x,zri_y
6909,2474,2019,10,2019-10-01,Arlington,MA,Boston-Cambridge-Newton,Middlesex County,2019-10,2417.0606904495103,2540.0
6910,2474,2019,11,2019-11-01,Arlington,MA,Boston-Cambridge-Newton,Middlesex County,2019-11,2422.6012712970423,2488.0
6911,2474,2019,12,2019-12-01,Arlington,MA,Boston-Cambridge-Newton,Middlesex County,2019-12,2429.8702561565337,2469.0
6972,2476,2019,1,2019-01-01,Arlington,MA,Boston-Cambridge-Newton,Middlesex County,2019-01,2266.142450119172,2282.0
6973,2476,2019,2,2019-02-01,Arlington,MA,Boston-Cambridge-Newton,Middlesex County,2019-02,2262.71175417223,2291.0
6974,2476,2019,3,2019-03-01,Arlington,MA,Boston-Cambridge-Newton,Middlesex County,2019-03,2263.709279216358,2300.0
6975,2476,2019,4,2019-04-01,Arlington,MA,Boston-Cambridge-Newton,Middlesex County,2019-04,2272.240294014667,2330.0
6976,2476,2019,5,2019-05-01,Arlington,MA,Boston-Cambridge-Newton,Middlesex County,2019-05,2283.425816465462,2366.0
6977,2476,2019,6,2019-06-01,Arlington,MA,Boston-Cambridge-Newton,Middlesex County,2019-06,2294.0461642804976,2407.0
6978,2476,2019,7,2019-07-01,Arlington,MA,Boston-Cambridge-Newton,Middlesex County,2019-07,2301.3597847089018,2442.0
6979,2476,2019,8,2019-08-01,Arlington,MA,Boston-Cambridge-Newton,Middlesex County,2019-08,2307.6733333055595,2460.0
6980,2476,2019,9,2019-09-01,Arlington,MA,Boston-Cambridge-Newton,Middlesex County,2019-09,2313.511675412989,2461.0
6981,2476,2019,10,2019-10-01,Arlington,MA,Boston-Cambridge-Newton,Middlesex County,2019-10,2318.77181552729,2395.5
6982,2476,2019,11,2019-11-01,Arlington,MA,Boston-Cambridge-Newton,Middlesex County,2019-11,2325.346016631687,2330.0
6983,2476,2019,12,2019-12-01,Arlington,MA,Boston-Cambridge-Newton,Middlesex County,2019-12,2330.4498642306153,2345.0
7044,2478,2019,1,2019-01-01,Belmont,MA,Boston-Cambridge-Newton,Middlesex County,2019-01,2426.635437127719,2399.0
7045,2478,2019,2,2019-02-01,Belmont,MA,Boston-Cambridge-Newton,Middlesex County,2019-02,2423.183598280213,2394.0
7046,2478,2019,3,2019-03-01,Belmont,MA,Boston-Cambridge-Newton,Middlesex County,2019-03,2428.156335248053,2420.0
7047,2478,2019,4,2019-04-01,Belmont,MA,Boston-Cambridge-Newton,Middlesex County,2019-04,2439.360523854709,2467.0
7048,2478,2019,5,2019-05-01,Belmont,MA,Boston-Cambridge-Newton,Middlesex County,2019-05,2448.8043041208166,2533.0
7049,2478,2019,6,2019-06-01,Belmont,MA,Boston-Cambridge-Newton,Middlesex County,2019-06,2460.093120158371,2603.0
7050,2478,2019,7,2019-07-01,Belmont,MA,Boston-Cambridge-Newton,Middlesex County,2019-07,2470.3104203230105,2664.0
7051,2478,2019,8,2019-08-01,Belmont,MA,Boston-Cambridge-Newton,Middlesex County,2019-08,2475.0956895106724,2711.0
7052,2478,2019,9,2019-09-01,Belmont,MA,Boston-Cambridge-Newton,Middlesex County,2019-09,2482.2386612268065,2727.0
7053,2478,2019,10,2019-10-01,Belmont,MA,Boston-Cambridge-Newton,Middlesex County,2019-10,2489.858788784121,2649.0
7054,2478,2019,11,2019-11-01,Belmont,MA,Boston-Cambridge-Newton,Middlesex County,2019-11,2500.065547511849,2612.0
7055,2478,2019,12,2019-12-01,Belmont,MA,Boston-Cambridge-Newton,Middlesex County,2019-12,2511.4020612761055,2558.0
7116,2494,2019,1,2019-01-01,Needham,MA,Boston-Cambridge-Newton,Norfolk County,2019-01,2839.6337274439466,2795.5
7117,2494,2019,2,2019-02-01,Needham,MA,Boston-Cambridge-Newton,Norfolk County,2019-02,2841.3835811136887,2748.0
7118,2494,2019,3,2019-03-01,Needham,MA,Boston-Cambridge-Newton,Norfolk County,2019-03,2845.051243278758,2768.0
7119,2494,2019,4,2019-04-01,Needham,MA,Boston-Cambridge-Newton,Norfolk County,2019-04,2852.6540500488786,2797.0
7120,2494,2019,5,2019-05-01,Needham,MA,Boston-Cambridge-Newton,Norfolk County,2019-05,2860.3174430582812,2853.0
7121,2494,2019,6,2019-06-01,Needham,MA,Boston-Cambridge-Newton,Norfolk County,2019-06,2868.650581785247,2911.0000000000005
7122,2494,2019,7,2019-07-01,Needham,MA,Boston-Cambridge-Newton,Norfolk County,2019-07,2870.5650349647563,2959.0
7123,2494,2019,8,2019-08-01,Needham,MA,Boston-Cambridge-Newton,Norfolk County,2019-08,2870.1372495834294,2989.0
7124,2494,2019,9,2019-09-01,Needham,MA,Boston-Cambridge-Newton,Norfolk County,2019-09,2869.1198271679723,2995.0
7125,2494,2019,10,2019-10-01,Needham,MA,Boston-Cambridge-Newton,Norfolk County,2019-10,2869.418868679029,2922.0
7126,2494,2019,11,2019-11-01,Needham,MA,Boston-Cambridge-Newton,Norfolk County,2019-11,2870.9999379006463,2849.0
7127,2494,2019,12,2019-12-01,Needham,MA,Boston-Cambridge-Newton,Norfolk County,2019-12,2871.1711280666696,2831.9999999999995
7188,2703,2019,1,2019-01-01,Attleboro,MA,Providence-Warwick,Bristol County,2019-01,1447.4937480184688,1430.0
7189,2703,2019,2,2019-02-01,Attleboro,MA,Providence-Warwick,Bristol County,2019-02,1430.434760489009,1412.0
7190,2703,2019,3,2019-03-01,Attleboro,MA,Providence-Warwick,Bristol County,2019-03,1413.0115081837494,1400.0
7191,2703,2019,4,2019-04-01,Attleboro,MA,Providence-Warwick,Bristol County,2019-04,1399.9991728192906,1396.0
7192,2703,2019,5,2019-05-01,Attleboro,MA,Providence-Warwick,Bristol County,2019-05,1392.1022947087954,1386.0
7193,2703,2019,6,2019-06-01,Attleboro,MA,Providence-Warwick,Bristol County,2019-06,1386.9973682337516,1371.0
7194,2703,2019,7,2019-07-01,Attleboro,MA,Providence-Warwick,Bristol County,2019-07,1385.1846310381497,1366.0
7195,2703,2019,8,2019-08-01,Attleboro,MA,Providence-Warwick,Bristol County,2019-08,1385.9734888051341,1372.0
7196,2703,2019,9,2019-09-01,Attleboro,MA,Providence-Warwick,Bristol County,2019-09,1387.2223480925306,1388.0
7197,2703,2019,10,2019-10-01,Attleboro,MA,Providence-Warwick,Bristol County,2019-10,1392.0262872569756,1397.75
7198,2703,2019,11,2019-11-01,Attleboro,MA,Providence-Warwick,Bristol County,2019-11,1396.879832183672,1407.5
7199,2703,2019,12,2019-12-01,Attleboro,MA,Providence-Warwick,Bristol County,2019-12,1399.6880925893893,1417.25
7260,2721,2019,1,2019-01-01,Fall River,MA,Providence-Warwick,Bristol County,2019-01,1102.0174243040851,1105.0
7261,2721,2019,2,2019-02-01,Fall River,MA,Providence-Warwick,Bristol County,2019-02,1106.2178830819682,1100.0
7262,2721,2019,3,2019-03-01,Fall River,MA,Providence-Warwick,Bristol County,2019-03,1104.7171633239889,1090.0
7263,2721,2019,4,2019-04-01,Fall River,MA,Providence-Warwick,Bristol County,2019-04,1103.4037026570834,1081.0
7264,2721,2019,5,2019-05-01,Fall River,MA,Providence-Warwick,Bristol County,2019-05,1103.7348655465596,1087.0
7265,2721,2019,6,2019-06-01,Fall River,MA,Providence-Warwick,Bristol County,2019-06,1107.798416451058,1098.0
7266,2721,2019,7,2019-07-01,Fall River,MA,Providence-Warwick,Bristol County,2019-07,1111.9846577041988,1110.0
7267,2721,2019,8,2019-08-01,Fall River,MA,Providence-Warwick,Bristol County,2019-08,1115.6553843561844,1126.0
7268,2721,2019,9,2019-09-01,Fall River,MA,Providence-Warwick,Bristol County,2019-09,1119.5573689410649,1144.0
7269,2721,2019,10,2019-10-01,Fall River,MA,Providence-Warwick,Bristol County,2019-10,1121.911911233129,1150.0
7270,2721,2019,11,2019-11-01,Fall River,MA,Providence-Warwick,Bristol County,2019-11,1124.1464076174352,1175.0
7271,2721,2019,12,2019-12-01,Fall River,MA,Providence-Warwick,Bristol County,2019-12,1124.3483210165118,1165.0
7332,2723,2019,1,2019-01-01,Fall River,MA,Providence-Warwick,Bristol County,2019-01,1182.635705724859,1181.0
7333,2723,2019,2,2019-02-01,Fall River,MA,Providence-Warwick,Bristol County,2019-02,1187.8518845209087,1180.0
7334,2723,2019,3,2019-03-01,Fall River,MA,Providence-Warwick,Bristol County,2019-03,1191.047167269312,1176.0
7335,2723,2019,4,2019-04-01,Fall River,MA,Providence-Warwick,Bristol County,2019-04,1190.9884106493587,1173.0
7336,2723,2019,5,2019-05-01,Fall River,MA,Providence-Warwick,Bristol County,2019-05,1191.1489904719429,1175.0
7337,2723,2019,6,2019-06-01,Fall River,MA,Providence-Warwick,Bristol County,2019-06,1193.7260863201673,1178.0
7338,2723,2019,7,2019-07-01,Fall River,MA,Providence-Warwick,Bristol County,2019-07,1199.1794159477804,1182.0
7339,2723,2019,8,2019-08-01,Fall River,MA,Providence-Warwick,Bristol County,2019-08,1203.8057130638413,1188.0
7340,2723,2019,9,2019-09-01,Fall River,MA,Providence-Warwick,Bristol County,2019-09,1210.1756083140579,1200.0
7341,2723,2019,10,2019-10-01,Fall River,MA,Providence-Warwick,Bristol County,2019-10,1216.7942432514137,1234.5
7342,2723,2019,11,2019-11-01,Fall River,MA,Providence-Warwick,Bristol County,2019-11,1221.2792601827914,1269.0
7343,2723,2019,12,2019-12-01,Fall River,MA,Providence-Warwick,Bristol County,2019-12,1222.1228475137968,1246.0
7404,2740,2019,1,2019-01-01,New Bedford,MA,Providence-Warwick,Bristol County,2019-01,1297.051922555595,1303.0
7405,2740,2019,2,2019-02-01,New Bedford,MA,Providence-Warwick,Bristol County,2019-02,1289.4553051427774,1282.0
7406,2740,2019,3,2019-03-01,New Bedford,MA,Providence-Warwick,Bristol County,2019-03,1280.1009345190646,1251.0
7407,2740,2019,4,2019-04-01,New Bedford,MA,Providence-Warwick,Bristol County,2019-04,1272.5187856913512,1222.0
7408,2740,2019,5,2019-05-01,New Bedford,MA,Providence-Warwick,Bristol County,2019-05,1268.1222304701857,1216.0
7409,2740,2019,6,2019-06-01,New Bedford,MA,Providence-Warwick,Bristol County,2019-06,1262.149983337922,1217.0
7410,2740,2019,7,2019-07-01,New Bedford,MA,Providence-Warwick,Bristol County,2019-07,1254.8448650158396,1218.0
7411,2740,2019,8,2019-08-01,New Bedford,MA,Providence-Warwick,Bristol County,2019-08,1249.129205639099,1231.0
7412,2740,2019,9,2019-09-01,New Bedford,MA,Providence-Warwick,Bristol County,2019-09,1245.604986702261,1260.0
7413,2740,2019,10,2019-10-01,New Bedford,MA,Providence-Warwick,Bristol County,2019-10,1243.8135684949423,1245.25
7414,2740,2019,11,2019-11-01,New Bedford,MA,Providence-Warwick,Bristol County,2019-11,1242.5433505605795,1230.5
7415,2740,2019,12,2019-12-01,New Bedford,MA,Providence-Warwick,Bristol County,2019-12,1243.4299133926559,1215.75
7476,2746,2019,1,2019-01-01,New Bedford,MA,Providence-Warwick,Bristol County,2019-01,1146.4681850593493,1148.0
7477,2746,2019,2,2019-02-01,New Bedford,MA,Providence-Warwick,Bristol County,2019-02,1150.329369819617,1143.0
7478,2746,2019,3,2019-03-01,New Bedford,MA,Providence-Warwick,Bristol County,2019-03,1151.261330872576,1124.0
7479,2746,2019,4,2019-04-01,New Bedford,MA,Providence-Warwick,Bristol County,2019-04,1152.403709487623,1101.0
7480,2746,2019,5,2019-05-01,New Bedford,MA,Providence-Warwick,Bristol County,2019-05,1154.9585463997682,1102.0
7481,2746,2019,6,2019-06-01,New Bedford,MA,Providence-Warwick,Bristol County,2019-06,1156.8637587201229,1116.0
7482,2746,2019,7,2019-07-01,New Bedford,MA,Providence-Warwick,Bristol County,2019-07,1157.8892081237072,1133.0
7483,2746,2019,8,2019-08-01,New Bedford,MA,Providence-Warwick,Bristol County,2019-08,1160.31727980525,1152.0
7484,2746,2019,9,2019-09-01,New Bedford,MA,Providence-Warwick,Bristol County,2019-09,1162.2061737451795,1181.0
7485,2746,2019,10,2019-10-01,New Bedford,MA,Providence-Warwick,Bristol County,2019-10,1162.462024804877,1195.0
7486,2746,2019,11,2019-11-01,New Bedford,MA,Providence-Warwick,Bristol County,2019-11,1162.2916556698988,1212.0
7487,2746,2019,12,2019-12-01,New Bedford,MA,Providence-Warwick,Bristol County,2019-12,1161.7640251023297,1212.0
7548,2780,2019,1,2019-01-01,Taunton,MA,Providence-Warwick,Bristol County,2019-01,1405.2062644485975,1416.0
7549,2780,2019,2,2019-02-01,Taunton,MA,Providence-Warwick,Bristol County,2019-02,1390.0523102476352,1410.0
7550,2780,2019,3,2019-03-01,Taunton,MA,Providence-Warwick,Bristol County,2019-03,1373.7000052227168,1395.0
7551,2780,2019,4,2019-04-01,Taunton,MA,Providence-Warwick,Bristol County,2019-04,1362.0287441116125,1389.0
7552,2780,2019,5,2019-05-01,Taunton,MA,Providence-Warwick,Bristol County,2019-05,1354.9442741621856,1383.0
7553,2780,2019,6,2019-06-01,Taunton,MA,Providence-Warwick,Bristol County,2019-06,1350.3478394092062,1381.0
7554,2780,2019,7,2019-07-01,Taunton,MA,Providence-Warwick,Bristol County,2019-07,1348.8753022636965,1383.0
7555,2780,2019,8,2019-08-01,Taunton,MA,Providence-Warwick,Bristol County,2019-08,1349.222138925305,1389.0
7556,2780,2019,9,2019-09-01,Taunton,MA,Providence-Warwick,Bristol County,2019-09,1350.4779756309013,1401.0
7557,2780,2019,10,2019-10-01,Taunton,MA,Providence-Warwick,Bristol County,2019-10,1355.1698976826044,1406.75
7558,2780,2019,11,2019-11-01,Taunton,MA,Providence-Warwick,Bristol County,2019-11,1360.066519285281,1412.5
7559,2780,2019,12,2019-12-01,Taunton,MA,Providence-Warwick,Bristol County,2019-12,1362.8632575166794,1418.25
7620,2840,2019,1,2019-01-01,Newport,RI,Providence-Warwick,Newport County,2019-01,1806.390341299918,1814.9999999999998
7621,2840,2019,2,2019-02-01,Newport,RI,Providence-Warwick,Newport County,2019-02,1809.249002869186,1843.0000000000002
7622,2840,2019,3,2019-03-01,Newport,RI,Providence-Warwick,Newport County,2019-03,1815.2148181644263,1884.0
7623,2840,2019,4,2019-04-01,Newport,RI,Providence-Warwick,Newport County,2019-04,1821.1025446852884,1923.9999999999998
7624,2840,2019,5,2019-05-01,Newport,RI,Providence-Warwick,Newport County,2019-05,1826.9540307124557,1950.0000000000002
7625,2840,2019,6,2019-06-01,Newport,RI,Providence-Warwick,Newport County,2019-06,1830.8171184992214,1960.0000000000002
7626,2840,2019,7,2019-07-01,Newport,RI,Providence-Warwick,Newport County,2019-07,1834.3687431408403,1944.0000000000002
7627,2840,2019,8,2019-08-01,Newport,RI,Providence-Warwick,Newport County,2019-08,1837.9945894855664,1927.0
7628,2840,2019,9,2019-09-01,Newport,RI,Providence-Warwick,Newport County,2019-09,1845.098952259653,1941.0
7629,2840,2019,10,2019-10-01,Newport,RI,Providence-Warwick,Newport County,2019-10,1851.5858029266894,1953.0
7630,2840,2019,11,2019-11-01,Newport,RI,Providence-Warwick,Newport County,2019-11,1857.5345841228361,1947.0
7631,2840,2019,12,2019-12-01,Newport,RI,Providence-Warwick,Newport County,2019-12,1863.4781959130148,1933.9999999999998
7692,2860,2019,1,2019-01-01,Pawtucket,RI,Providence-Warwick,Providence County,2019-01,1213.160980668027,1199.9999999999998
7693,2860,2019,2,2019-02-01,Pawtucket,RI,Providence-Warwick,Providence County,2019-02,1201.5276555259436,1196.0
7694,2860,2019,3,2019-03-01,Pawtucket,RI,Providence-Warwick,Providence County,2019-03,1189.9099345020609,1188.0
7695,2860,2019,4,2019-04-01,Pawtucket,RI,Providence-Warwick,Providence County,2019-04,1182.104676053552,1183.0000000000002
7696,2860,2019,5,2019-05-01,Pawtucket,RI,Providence-Warwick,Providence County,2019-05,1178.0176088885823,1180.9999999999998
7697,2860,2019,6,2019-06-01,Pawtucket,RI,Providence-Warwick,Providence County,2019-06,1176.1062919365002,1182.0
7698,2860,2019,7,2019-07-01,Pawtucket,RI,Providence-Warwick,Providence County,2019-07,1175.2253226359096,1188.0
7699,2860,2019,8,2019-08-01,Pawtucket,RI,Providence-Warwick,Providence County,2019-08,1174.9369032985758,1193.0
7700,2860,2019,9,2019-09-01,Pawtucket,RI,Providence-Warwick,Providence County,2019-09,1174.3629882582707,1198.0
7701,2860,2019,10,2019-10-01,Pawtucket,RI,Providence-Warwick,Providence County,2019-10,1174.1746579045716,1203.0
7702,2860,2019,11,2019-11-01,Pawtucket,RI,Providence-Warwick,Providence County,2019-11,1173.9977520414398,1220.0
7703,2860,2019,12,2019-12-01,Pawtucket,RI,Providence-Warwick,Providence County,2019-12,1173.8700165273588,1214.0
7764,2861,2019,1,2019-01-01,Pawtucket,RI,Providence-Warwick,Providence County,2019-01,1194.7159992524082,1176.0
7765,2861,2019,2,2019-02-01,Pawtucket,RI,Providence-Warwick,Providence County,2019-02,1191.0678189713274,1178.0
7766,2861,2019,3,2019-03-01,Pawtucket,RI,Providence-Warwick,Providence County,2019-03,1186.7016776497878,1181.0
7767,2861,2019,4,2019-04-01,Pawtucket,RI,Providence-Warwick,Providence County,2019-04,1183.9153116731948,1191.0
7768,2861,2019,5,2019-05-01,Pawtucket,RI,Providence-Warwick,Providence County,2019-05,1180.390365559182,1201.0
7769,2861,2019,6,2019-06-01,Pawtucket,RI,Providence-Warwick,Providence County,2019-06,1177.2061351252082,1204.9999999999998
7770,2861,2019,7,2019-07-01,Pawtucket,RI,Providence-Warwick,Providence County,2019-07,1175.5410607024337,1209.0
7771,2861,2019,8,2019-08-01,Pawtucket,RI,Providence-Warwick,Providence County,2019-08,1173.0118323103477,1210.0
7772,2861,2019,9,2019-09-01,Pawtucket,RI,Providence-Warwick,Providence County,2019-09,1171.640599350321,1209.0
7773,2861,2019,10,2019-10-01,Pawtucket,RI,Providence-Warwick,Providence County,2019-10,1172.286873026173,1204.0
7774,2861,2019,11,2019-11-01,Pawtucket,RI,Providence-Warwick,Providence County,2019-11,1174.0999489658766,1203.0
7775,2861,2019,12,2019-12-01,Pawtucket,RI,Providence-Warwick,Providence County,2019-12,1174.903736435004,1202.0
7836,2863,2019,1,2019-01-01,Central Falls,RI,Providence-Warwick,Providence County,2019-01,1214.3728310513231,1200.0
7837,2863,2019,2,2019-02-01,Central Falls,RI,Providence-Warwick,Providence County,2019-02,1202.4493276086198,1191.0
7838,2863,2019,3,2019-03-01,Central Falls,RI,Providence-Warwick,Providence County,2019-03,1193.902732206418,1186.0
7839,2863,2019,4,2019-04-01,Central Falls,RI,Providence-Warwick,Providence County,2019-04,1189.2904773029625,1182.0
7840,2863,2019,5,2019-05-01,Central Falls,RI,Providence-Warwick,Providence County,2019-05,1185.4080829053885,1178.0
7841,2863,2019,6,2019-06-01,Central Falls,RI,Providence-Warwick,Providence County,2019-06,1183.1069865125455,1175.0
7842,2863,2019,7,2019-07-01,Central Falls,RI,Providence-Warwick,Providence County,2019-07,1182.824354735727,1175.0
7843,2863,2019,8,2019-08-01,Central Falls,RI,Providence-Warwick,Providence County,2019-08,1184.3060152635967,1184.0
7844,2863,2019,9,2019-09-01,Central Falls,RI,Providence-Warwick,Providence County,2019-09,1185.6834191480077,1196.0000000000002
7845,2863,2019,10,2019-10-01,Central Falls,RI,Providence-Warwick,Providence County,2019-10,1189.3471660444523,1203.0
7846,2863,2019,11,2019-11-01,Central Falls,RI,Providence-Warwick,Providence County,2019-11,1192.6790573692695,1210.0
7847,2863,2019,12,2019-12-01,Central Falls,RI,Providence-Warwick,Providence County,2019-12,1196.3531059615098,1217.0
7908,2864,2019,1,2019-01-01,Cumberland,RI,Providence-Warwick,Providence County,2019-01,1280.2603650209026,1259.0
7909,2864,2019,2,2019-02-01,Cumberland,RI,Providence-Warwick,Providence County,2019-02,1267.9328162966187,1259.0
7910,2864,2019,3,2019-03-01,Cumberland,RI,Providence-Warwick,Providence County,2019-03,1255.1669234805265,1264.0
7911,2864,2019,4,2019-04-01,Cumberland,RI,Providence-Warwick,Providence County,2019-04,1245.540975993069,1267.0
7912,2864,2019,5,2019-05-01,Cumberland,RI,Providence-Warwick,Providence County,2019-05,1240.200562325436,1268.0
7913,2864,2019,6,2019-06-01,Cumberland,RI,Providence-Warwick,Providence County,2019-06,1235.9705963156287,1270.9999999999998
7914,2864,2019,7,2019-07-01,Cumberland,RI,Providence-Warwick,Providence County,2019-07,1234.549548051901,1277.0
7915,2864,2019,8,2019-08-01,Cumberland,RI,Providence-Warwick,Providence County,2019-08,1234.3318331383568,1266.0
7916,2864,2019,9,2019-09-01,Cumberland,RI,Providence-Warwick,Providence County,2019-09,1234.7918068355154,1261.0
7917,2864,2019,10,2019-10-01,Cumberland,RI,Providence-Warwick,Providence County,2019-10,1236.0781832708456,1270.0
7918,2864,2019,11,2019-11-01,Cumberland,RI,Providence-Warwick,Providence County,2019-11,1237.4493232507116,1268.9999999999998
7919,2864,2019,12,2019-12-01,Cumberland,RI,Providence-Warwick,Providence County,2019-12,1240.5845130584034,1268.9999999999998
7980,2891,2019,1,2019-01-01,Westerly,RI,Providence-Warwick,Washington County,2019-01,1211.3941654062119,1204.0
7981,2891,2019,2,2019-02-01,Westerly,RI,Providence-Warwick,Washington County,2019-02,1210.447483018423,1202.0
7982,2891,2019,3,2019-03-01,Westerly,RI,Providence-Warwick,Washington County,2019-03,1206.1663923251633,1200.0
7983,2891,2019,4,2019-04-01,Westerly,RI,Providence-Warwick,Washington County,2019-04,1203.020200434484,1198.0
7984,2891,2019,5,2019-05-01,Westerly,RI,Providence-Warwick,Washington County,2019-05,1201.5468139989737,1198.0
7985,2891,2019,6,2019-06-01,Westerly,RI,Providence-Warwick,Washington County,2019-06,1202.0878742093048,1210.0
7986,2891,2019,7,2019-07-01,Westerly,RI,Providence-Warwick,Washington County,2019-07,1205.4385267988173,1225.0
7987,2891,2019,8,2019-08-01,Westerly,RI,Providence-Warwick,Washington County,2019-08,1208.3367624660552,1238.0
7988,2891,2019,9,2019-09-01,Westerly,RI,Providence-Warwick,Washington County,2019-09,1210.9393009259777,1233.0
7989,2891,2019,10,2019-10-01,Westerly,RI,Providence-Warwick,Washington County,2019-10,1212.9861578675784,1224.0
7990,2891,2019,11,2019-11-01,Westerly,RI,Providence-Warwick,Washington County,2019-11,1214.4896334614855,1211.0
7991,2891,2019,12,2019-12-01,Westerly,RI,Providence-Warwick,Washington County,2019-12,1215.881718892925,1205.0
8052,2893,2019,1,2019-01-01,West Warwick,RI,Providence-Warwick,Kent County,2019-01,1237.534596509268,1232.0
8053,2893,2019,2,2019-02-01,West Warwick,RI,Providence-Warwick,Kent County,2019-02,1243.0745310601014,1245.0
8054,2893,2019,3,2019-03-01,West Warwick,RI,Providence-Warwick,Kent County,2019-03,1247.3664015776003,1253.0
8055,2893,2019,4,2019-04-01,West Warwick,RI,Providence-Warwick,Kent County,2019-04,1249.4431036616045,1243.0
8056,2893,2019,5,2019-05-01,West Warwick,RI,Providence-Warwick,Kent County,2019-05,1250.1796914157887,1232.0
8057,2893,2019,6,2019-06-01,West Warwick,RI,Providence-Warwick,Kent County,2019-06,1250.5894566926368,1233.0
8058,2893,2019,7,2019-07-01,West Warwick,RI,Providence-Warwick,Kent County,2019-07,1252.0144561305203,1231.0
8059,2893,2019,8,2019-08-01,West Warwick,RI,Providence-Warwick,Kent County,2019-08,1253.3911536596818,1226.0
8060,2893,2019,9,2019-09-01,West Warwick,RI,Providence-Warwick,Kent County,2019-09,1253.909534585248,1227.0
8061,2893,2019,10,2019-10-01,West Warwick,RI,Providence-Warwick,Kent County,2019-10,1254.4603993136664,1231.0
8062,2893,2019,11,2019-11-01,West Warwick,RI,Providence-Warwick,Kent County,2019-11,1254.6050474123506,1213.0
8063,2893,2019,12,2019-12-01,West Warwick,RI,Providence-Warwick,Kent County,2019-12,1254.4610342304918,1215.0
8124,2895,2019,1,2019-01-01,Woonsocket,RI,Providence-Warwick,Providence County,2019-01,1073.8363878284642,1068.0
8125,2895,2019,2,2019-02-01,Woonsocket,RI,Providence-Warwick,Providence County,2019-02,1069.4290724979128,1069.0
8126,2895,2019,3,2019-03-01,Woonsocket,RI,Providence-Warwick,Providence County,2019-03,1067.1493773347077,1075.0
8127,2895,2019,4,2019-04-01,Woonsocket,RI,Providence-Warwick,Providence County,2019-04,1067.590672819178,1085.0
8128,2895,2019,5,2019-05-01,Woonsocket,RI,Providence-Warwick,Providence County,2019-05,1072.7422452135938,1097.0
8129,2895,2019,6,2019-06-01,Woonsocket,RI,Providence-Warwick,Providence County,2019-06,1077.9681036683378,1112.0
8130,2895,2019,7,2019-07-01,Woonsocket,RI,Providence-Warwick,Providence County,2019-07,1082.1373305692216,1129.0
8131,2895,2019,8,2019-08-01,Woonsocket,RI,Providence-Warwick,Providence County,2019-08,1084.0732438208597,1140.0
8132,2895,2019,9,2019-09-01,Woonsocket,RI,Providence-Warwick,Providence County,2019-09,1087.3815874128206,1148.0
8133,2895,2019,10,2019-10-01,Woonsocket,RI,Providence-Warwick,Providence County,2019-10,1089.7710945046495,1163.0
8134,2895,2019,11,2019-11-01,Woonsocket,RI,Providence-Warwick,Providence County,2019-11,1091.8079576979744,1162.0
8135,2895,2019,12,2019-12-01,Woonsocket,RI,Providence-Warwick,Providence County,2019-12,1094.7074317494141,1159.0
8196,2904,2019,1,2019-01-01,North Providence,RI,Providence-Warwick,Providence County,2019-01,1243.8515507550637,1239.0
8197,2904,2019,2,2019-02-01,North Providence,RI,Providence-Warwick,Providence County,2019-02,1230.4009942314462,1245.0
8198,2904,2019,3,2019-03-01,North Providence,RI,Providence-Warwick,Providence County,2019-03,1216.904148231167,1247.0
8199,2904,2019,4,2019-04-01,North Providence,RI,Providence-Warwick,Providence County,2019-04,1206.6896172353956,1247.0
8200,2904,2019,5,2019-05-01,North Providence,RI,Providence-Warwick,Providence County,2019-05,1200.7196614078548,1244.0
8201,2904,2019,6,2019-06-01,North Providence,RI,Providence-Warwick,Providence County,2019-06,1196.3278792459935,1241.0
8202,2904,2019,7,2019-07-01,North Providence,RI,Providence-Warwick,Providence County,2019-07,1193.694396596585,1239.0
8203,2904,2019,8,2019-08-01,North Providence,RI,Providence-Warwick,Providence County,2019-08,1193.5459623964493,1239.0
8204,2904,2019,9,2019-09-01,North Providence,RI,Providence-Warwick,Providence County,2019-09,1196.3182848290417,1232.9999999999998
8205,2904,2019,10,2019-10-01,North Providence,RI,Providence-Warwick,Providence County,2019-10,1199.5759763166595,1230.0
8206,2904,2019,11,2019-11-01,North Providence,RI,Providence-Warwick,Providence County,2019-11,1202.5456685875959,1230.0
8207,2904,2019,12,2019-12-01,North Providence,RI,Providence-Warwick,Providence County,2019-12,1206.0891114434542,1231.0
8268,2905,2019,1,2019-01-01,Cranston,RI,Providence-Warwick,Providence County,2019-01,1280.3620296776123,1270.0
8269,2905,2019,2,2019-02-01,Cranston,RI,Providence-Warwick,Providence County,2019-02,1282.08199910483,1274.0
8270,2905,2019,3,2019-03-01,Cranston,RI,Providence-Warwick,Providence County,2019-03,1281.9601094925574,1281.0
8271,2905,2019,4,2019-04-01,Cranston,RI,Providence-Warwick,Providence County,2019-04,1279.8256472128173,1284.0
8272,2905,2019,5,2019-05-01,Cranston,RI,Providence-Warwick,Providence County,2019-05,1276.694328572532,1282.0
8273,2905,2019,6,2019-06-01,Cranston,RI,Providence-Warwick,Providence County,2019-06,1277.195778702116,1280.0
8274,2905,2019,7,2019-07-01,Cranston,RI,Providence-Warwick,Providence County,2019-07,1278.6816292852116,1277.0
8275,2905,2019,8,2019-08-01,Cranston,RI,Providence-Warwick,Providence County,2019-08,1281.0461055164876,1281.0
8276,2905,2019,9,2019-09-01,Cranston,RI,Providence-Warwick,Providence County,2019-09,1280.724600981401,1290.0
