zip,RMSE_train,RMSE_pure,forecast
2140,8.837370102823947,157.3197773594738,"[2566.22149984 2557.56649112 2551.22674655 2549.78513903 2544.49108044
 2539.5206181  2535.38318841 2532.44326604 2530.80418575 2530.33290405
 2530.78148859 2531.90790637]"
2141,10.799168258381258,149.87136583098243,"[2552.96142397 2547.42033623 2545.52569105 2545.82326511 2545.14029779
 2543.97642127 2542.90340304 2541.74484046 2540.7730927  2543.16837573
 2546.11464275 2548.24090841]"
2143,11.457964350725241,112.722483806749,"[2434.13819849 2419.14116768 2411.77797637 2425.58067988 2432.88546038
 2441.60859402 2451.77122458 2461.87324499 2470.3028934  2479.53101106
 2489.32962138 2499.50117108]"
2144,13.584502909394974,136.68847567219427,"[2595.38004936 2583.30325583 2572.917106   2581.77970304 2578.59558771
 2575.49563624 2572.51675031 2569.67723653 2566.95058462 2564.01371105
 2561.17974582 2558.42654558]"
2145,10.646403670369658,83.1674648167472,"[2394.84298658 2383.84265618 2373.03338847 2398.58190263 2402.1236072
 2404.99775199 2407.00613949 2407.85181766 2407.10978964 2402.88903244
 2397.33297196 2391.87931022]"
2148,14.858740987017535,88.73512779902522,"[2265.55374976 2259.80391173 2256.22573727 2261.18556032 2262.62348346
 2256.49987341 2252.25010223 2249.09018587 2246.19785528 2243.48305613
 2240.43282438 2236.37891439]"
2149,15.101234338660827,82.99075360583167,"[2333.12047561 2331.15112568 2327.64767898 2289.79884979 2286.07742709
 2283.54589268 2283.18777554 2284.23955332 2289.32364841 2294.39677156
 2290.97702292 2280.3084703 ]"
2150,16.14955310726406,171.51148289378037,"[2375.35327747 2369.0705633  2364.10305914 2363.38265267 2363.59729115
 2365.24105543 2370.57251234 2375.63222002 2380.25558594 2384.45988208
 2388.3065882  2391.87583451]"
2151,16.462667587171758,125.56585610361549,"[2355.59864064 2355.18786493 2355.33009638 2357.41565365 2358.89816924
 2360.09756887 2361.21526538 2362.33294511 2363.45725307 2364.56159746
 2365.6179996  2366.61971401]"
2152,14.653829083250093,202.3906502589037,"[2424.19350816 2420.36344645 2414.21664844 2418.28318394 2422.47020039
 2426.68957715 2430.71041523 2434.38058991 2437.64356236 2440.51819128
 2443.06289811 2445.34415732]"
2155,11.434151138895487,111.77568514588319,"[2379.82561993 2373.39494732 2367.66432349 2365.18365441 2362.98175741
 2360.98753934 2358.97302025 2357.28897456 2355.89718493 2354.74292582
 2353.76048414 2352.87863761]"
2169,11.329277494282408,62.25633219900556,"[2003.63355136 1990.80324719 1981.97151272 1979.31077056 1977.20119598
 1975.60946224 1974.4007274  1973.43743483 1972.50318073 1971.70798375
 1971.1901482  1971.69453058]"
2170,7.92048378953707,16.286853933579067,"[1923.86756343 1913.86919681 1904.08791633 1896.02773843 1888.57353147
 1881.37881761 1874.36314478 1867.05003072 1860.10061299 1853.80134491
 1852.92255792 1853.31721527]"
2171,10.502545568220672,77.4225414413399,"[2198.05730167 2183.32425078 2173.29626122 2175.10599641 2176.12080164
 2174.55074915 2171.02954237 2164.62597137 2151.92860542 2128.78161993
 2110.58959729 2101.67456889]"
2176,13.059369005061294,172.41271534046305,"[2271.36166014 2265.48631149 2256.75998542 2241.22805555 2226.65916816
 2204.31723545 2176.92027736 2150.92824553 2127.82154178 2107.89190294
 2096.89652711 2087.65513653]"
2184,22.125391457823092,102.14735634736985,"[2220.60239736 2204.86486399 2188.7172154  2170.97693044 2151.19213098
 2131.37434235 2113.95994151 2100.38058949 2093.44567164 2089.70501665
 2086.45203511 2083.26033232]"
2210,10.11325512047887,126.53198110061389,"[2877.01685098 2890.26359186 2899.20402213 2899.94228572 2899.52056273
 2898.15550302 2896.04093328 2893.34854185 2890.23429485 2886.84296632
 2883.30750715 2879.74444862]"
2215,15.559775446723673,207.3776412894056,"[2362.34142165 2357.10015816 2350.8139622  2342.67183603 2345.17932162
 2347.56822746 2349.48404013 2350.83601679 2351.89697394 2353.2006937
 2355.03458988 2356.79534846]"
2301,14.186068607168599,95.84958447212807,"[1651.55603628 1645.23238414 1641.84492412 1634.4209437  1628.30928765
 1623.59942495 1618.07284833 1611.57109509 1603.86768628 1594.61974166
 1581.23610986 1567.4394274 ]"
2302,16.24354419112788,102.24163390354671,"[1721.17721559 1722.1446464  1721.86187826 1712.80775398 1699.1561802
 1685.36241255 1670.74505845 1656.35247897 1642.38246914 1628.8150887
 1617.08495986 1608.09404997]"
2360,15.794854977527223,83.26919821713446,"[1793.31019863 1794.38989182 1793.85550453 1795.6922639  1797.22561702
 1798.26754386 1798.68491558 1798.41631676 1797.4699592  1795.90792061
 1793.82401635 1791.32145965]"
2445,9.21437834792726,63.14158926982815,"[2799.29473606 2786.85684732 2779.90323842 2778.00754664 2777.34166832
 2776.07254889 2773.95537877 2770.68069891 2766.641839   2762.10885915
 2757.24654578 2752.15759683]"
2446,11.132248979298225,110.3852746532164,"[2877.95080914 2871.49026524 2867.23442141 2873.67600085 2874.79151768
 2875.88294382 2876.92102982 2877.90630848 2878.8631153  2879.84259886
 2880.94198775 2882.33176503]"
2451,12.942526200245018,91.04336310024289,"[2428.18902872 2423.62866161 2419.59803708 2420.99018724 2422.49805987
 2423.95378574 2425.15312323 2425.93862442 2426.25468951 2426.14771565
 2425.73014735 2425.13626247]"
2453,8.043465350658103,149.05263380310183,"[2415.94510776 2405.70352762 2394.92890192 2387.98603434 2372.48959935
 2353.18867092 2342.54627043 2340.72316365 2342.21982637 2344.15715176
 2345.49842699 2345.91020125]"
2458,8.647024170038057,121.69189656114374,"[2556.73459746 2547.24541065 2538.64662902 2533.80169637 2529.77752154
 2526.76666806 2524.80800545 2523.81032506 2523.56674216 2523.79921713
 2524.19926204 2522.76673481]"
2460,10.51919247571763,182.39381685245303,"[2606.23608013 2596.56623034 2589.37605291 2582.07329442 2574.38345131
 2570.3049978  2569.94912798 2569.97747973 2570.33101307 2570.9549435
 2571.8006322  2572.65576725]"
2472,11.253660344744443,142.37466137148087,"[2383.60274566 2377.17557802 2371.75117927 2370.4857069  2370.00783908
 2368.80625463 2366.04156301 2363.4214724  2361.03819196 2358.93067996
 2357.09954688 2355.52278997]"
2474,8.291151085081443,157.46187050935,"[2341.05774256 2330.62102955 2324.734474   2324.98795245 2326.05661875
 2328.55615324 2332.13298811 2336.04647272 2339.83119127 2343.16573516
 2345.89845605 2348.00659372]"
2476,8.719600530103602,96.4200349286674,"[2266.00678389 2260.67030388 2258.16683269 2263.17052664 2269.18745148
 2278.84354208 2293.53535877 2307.09316824 2311.38240726 2308.53153815
 2303.42217956 2297.08656037]"
2478,11.148713530948202,150.82814214672442,"[2472.52054222 2468.45425645 2464.11338526 2462.58536085 2461.65589826
 2461.30569031 2461.51238943 2462.24594881 2463.46621624 2465.2186319
 2467.23097091 2469.43043164]"
2494,13.62241451305062,126.23618767257081,"[2841.08002687 2833.37939296 2825.01201096 2815.29250005 2805.01815217
 2794.47739219 2783.91034985 2774.13060814 2770.47734996 2767.72473272
 2765.9413937  2765.21894849]"
2703,10.848020138454254,44.086895336774255,"[1445.84070212 1443.62759995 1440.71655059 1433.81968208 1424.13332671
 1411.63089006 1396.06786531 1379.52740831 1364.08336463 1351.64542252
 1340.49742639 1329.3198419 ]"
2721,9.646577282862882,73.7071008148551,"[1077.86655421 1081.41939626 1085.11139557 1082.05728577 1077.69714753
 1072.17267775 1065.78331549 1058.97909135 1051.96830658 1043.9299955
 1036.76989366 1030.62139406]"
2723,11.549229843328602,44.480938827466055,"[1156.87699918 1160.33889003 1163.81913304 1170.3057744  1175.22312688
 1177.61731357 1178.12578854 1177.10545503 1174.75607899 1171.17839561
 1166.41160477 1160.48170127]"
2740,10.8201684824532,43.77382543366793,"[1280.2105538  1289.68700601 1297.09816703 1295.36927089 1291.43247711
 1284.94631864 1275.79807745 1264.52825938 1252.46047964 1241.116079
 1231.42973658 1223.55466835]"
2746,10.0036675545504,70.59303118155663,"[1117.87045706 1122.78500526 1126.43126397 1122.82264236 1117.69484058
 1111.86539207 1105.94495775 1100.27685306 1094.88107637 1089.39140086
 1082.89237195 1073.82318791]"
2780,10.194952112451093,40.715428395217074,"[1395.12323856 1395.45041789 1396.15913931 1397.27678607 1396.60193526
 1393.40978691 1386.66801119 1375.9399965  1361.4407588  1347.9327697
 1337.02445696 1329.19056019]"
2840,10.892228606901961,103.79666506417912,"[1824.75123461 1824.75123461 1824.75123461 1824.75123461 1824.75123461
 1824.75123461 1824.75123461 1824.75123461 1824.75123461 1824.75123461
 1824.75123461 1824.75123461]"
2860,7.306476999208455,38.47138953228144,"[1227.50629709 1232.09758518 1235.52638809 1235.98017481 1234.87633069
 1233.59983874 1232.36431128 1231.14209933 1229.67984203 1227.37780852
 1223.99074406 1219.76671705]"
2861,7.924067126239873,44.25822831630665,"[1196.60486704 1197.38557685 1197.62251861 1195.58578083 1192.38459016
 1187.72347095 1177.88413499 1167.9493767  1158.01645668 1147.25121026
 1132.36136233 1109.86384553]"
2863,7.620787407848449,31.013194341822476,"[1227.81248026 1226.87183849 1225.28281185 1222.66916923 1219.83453355
 1216.79130089 1213.57825364 1210.25644092 1206.89484444 1203.55424727
 1200.2773849  1197.08724653]"
2864,8.848181078989526,29.498765084932366,"[1285.67410826 1287.04686063 1287.10852156 1282.5161354  1275.02667772
 1265.12487347 1255.35895463 1246.70524912 1238.45718116 1230.14601979
 1222.03833895 1214.7523509 ]"
2891,7.558514370995207,53.541919047276465,"[1210.31781151 1215.21459357 1214.88760238 1200.44758146 1181.66473917
 1162.68548472 1149.18251782 1141.8906409  1144.24032558 1155.3747399
 1162.35003319 1166.09827066]"
2893,6.028181517722017,29.755986367349045,"[1218.72937596 1212.7645214  1207.46520441 1203.44909536 1203.06617342
 1201.57465096 1200.39455428 1199.64320808 1199.2865172  1198.77528367
 1198.27188649 1197.89391874]"
2895,7.523571987618437,53.30088459731845,"[1093.9214228  1090.35305357 1087.67720416 1086.10633704 1084.01134911
 1082.42595225 1082.10491708 1081.28047906 1080.05143692 1078.51579987
 1076.74939455 1074.80208006]"
2904,8.490025706060166,19.997065980225948,"[1248.64164776 1251.63527451 1253.14114681 1252.78549115 1250.38025943
 1245.27363131 1238.36164302 1229.64848835 1218.82568453 1206.74283166
 1194.20522063 1181.80127329]"
2905,8.796872160840758,39.96793683094293,"[1277.52485069 1277.98694898 1277.61143176 1272.54095983 1267.41054581
 1262.36595056 1257.49576034 1253.40050352 1249.89929767 1246.30925259
 1242.61250053 1238.814987  ]"
2906,12.302465799489475,47.55725923430416,"[1547.37033226 1550.7899734  1551.95540375 1545.74370044 1540.3822955
 1533.73260746 1525.63944276 1516.4037658  1506.60612495 1494.65036832
 1481.3751966  1466.97196909]"
2907,8.00452416750602,42.84262214459386,"[1270.75904667 1271.51109265 1270.22872676 1263.87577697 1254.63317918
 1244.05683954 1234.72753567 1227.25065588 1220.9732414  1215.50016051
 1210.55139486 1206.15704237]"
2908,11.062588534149969,31.026029512218482,"[1279.771244   1279.91318106 1279.35351828 1277.49985055 1275.38078394
 1273.15881296 1270.83255362 1268.29194151 1265.17393358 1261.22857583
 1256.79424659 1251.64232953]"
2909,9.487414986231325,47.224445282745165,"[1250.53416121 1254.41013709 1257.78609038 1255.63583087 1251.2234037
 1246.0266704  1240.14126707 1234.04439568 1227.97531252 1221.5453667
 1215.4410991  1209.76917737]"
2910,8.703891760618411,52.75978097481235,"[1213.71925918 1215.40047946 1216.32217992 1215.64584101 1213.61394212
 1210.02503316 1204.64301045 1194.47037044 1184.83114526 1176.69692571
 1167.65722295 1159.0043534 ]"
2914,7.264601081783641,49.332524410698,"[1257.70771964 1253.72027869 1249.62064634 1248.88557097 1248.51763567
 1247.52897337 1246.15763538 1244.54476954 1242.77724348 1242.11884194
 1241.95797286 1241.93041751]"
2920,8.156927281244204,62.20290876482122,"[1236.73666725 1236.57877929 1235.57591916 1232.18912182 1228.32034323
 1224.14963294 1219.15443354 1214.2791723  1209.60844391 1205.11918754
 1200.70042299 1196.24184464]"
3038,9.310819898240533,40.34162015131772,"[1364.45260597 1363.42025897 1362.6780491  1362.87324307 1361.9430282
 1359.98014116 1356.56940273 1352.42235151 1347.74167356 1342.82892203
 1337.97827512 1333.36451814]"
3060,8.418290041230392,75.72476893157028,"[1428.14373772 1428.27252469 1428.05803216 1424.3701167  1420.22138012
 1415.64219607 1410.66396837 1405.31801729 1399.63981449 1393.67646815
 1387.60195882 1386.1637736 ]"
3102,10.584818854567754,107.69415019631204,"[1275.21006587 1275.39036037 1274.51383731 1269.56011693 1263.62280481
 1257.05467563 1249.88864099 1242.08126619 1232.03463448 1221.28557929
 1208.06092343 1192.74475473]"
3103,8.93631953651778,60.19188770313588,"[1278.93808918 1283.1323853  1286.13008205 1278.88078026 1270.54581927
 1261.33428321 1251.52470364 1241.67131289 1234.1124133  1226.7371361
 1219.7694241  1213.2176192 ]"
3104,12.17234776597105,96.3142469719107,"[1302.15199445 1305.8602181  1305.11860054 1293.63903129 1279.1313861
 1258.12710282 1233.89298003 1209.04202423 1185.30867636 1164.56081271
 1152.83764383 1146.44502297]"
