,zip,year,month,datetime,City,State,Metro,CountyName,year-month,zri_predict,zri_actual,residual
4962,2141,2019,7,2019-07-01,Cambridge,MA,Boston-Cambridge-Newton,Middlesex County,2019-07,2620.152815018507,2740.0,-119.84718498149277
4963,2141,2019,8,2019-08-01,Cambridge,MA,Boston-Cambridge-Newton,Middlesex County,2019-08,2577.9637573731043,2790.0,-212.03624262689573
4964,2141,2019,9,2019-09-01,Cambridge,MA,Boston-Cambridge-Newton,Middlesex County,2019-09,2626.1224884529197,2808.0,-181.8775115470803
4965,2141,2019,10,2019-10-01,Cambridge,MA,Boston-Cambridge-Newton,Middlesex County,2019-10,2589.3152277383233,2740.0,-150.6847722616767
4966,2141,2019,11,2019-11-01,Cambridge,MA,Boston-Cambridge-Newton,Middlesex County,2019-11,2620.2438926887294,2672.0,-51.756107311270625
4967,2141,2019,12,2019-12-01,Cambridge,MA,Boston-Cambridge-Newton,Middlesex County,2019-12,2608.6399110109687,2658.0,-49.36008898903128
5028,2143,2019,1,2019-01-01,Somerville,MA,Boston-Cambridge-Newton,Middlesex County,2019-01,2513.407182228546,2424.0,89.40718222854593
5029,2143,2019,2,2019-02-01,Somerville,MA,Boston-Cambridge-Newton,Middlesex County,2019-02,2496.600973228453,2403.0,93.60097322845286
5030,2143,2019,3,2019-03-01,Somerville,MA,Boston-Cambridge-Newton,Middlesex County,2019-03,2501.5149774326164,2409.0,92.51497743261643
5031,2143,2019,4,2019-04-01,Somerville,MA,Boston-Cambridge-Newton,Middlesex County,2019-04,2519.9958981142913,2435.0,84.99589811429132
5032,2143,2019,5,2019-05-01,Somerville,MA,Boston-Cambridge-Newton,Middlesex County,2019-05,2530.6260207582563,2486.0,44.626020758256345
5033,2143,2019,6,2019-06-01,Somerville,MA,Boston-Cambridge-Newton,Middlesex County,2019-06,2528.2612912437253,2552.0,-23.73870875627472
5034,2143,2019,7,2019-07-01,Somerville,MA,Boston-Cambridge-Newton,Middlesex County,2019-07,2511.490713003699,2616.0,-104.50928699630094
5035,2143,2019,8,2019-08-01,Somerville,MA,Boston-Cambridge-Newton,Middlesex County,2019-08,2470.4653622021997,2662.0,-191.53463779780031
5036,2143,2019,9,2019-09-01,Somerville,MA,Boston-Cambridge-Newton,Middlesex County,2019-09,2495.466751551107,2682.0,-186.53324844889312
5037,2143,2019,10,2019-10-01,Somerville,MA,Boston-Cambridge-Newton,Middlesex County,2019-10,2458.103223166646,2607.0,-148.89677683335412
5038,2143,2019,11,2019-11-01,Somerville,MA,Boston-Cambridge-Newton,Middlesex County,2019-11,2488.9000723868317,2580.0,-91.09992761316835
5039,2143,2019,12,2019-12-01,Somerville,MA,Boston-Cambridge-Newton,Middlesex County,2019-12,2505.3135119495983,2526.0,-20.68648805040175
5100,2144,2019,1,2019-01-01,Somerville,MA,Boston-Cambridge-Newton,Middlesex County,2019-01,2611.998536712357,2545.5,66.49853671235678
5101,2144,2019,2,2019-02-01,Somerville,MA,Boston-Cambridge-Newton,Middlesex County,2019-02,2603.7334981158497,2496.0,107.73349811584967
5102,2144,2019,3,2019-03-01,Somerville,MA,Boston-Cambridge-Newton,Middlesex County,2019-03,2604.143514332576,2505.0,99.14351433257616
5103,2144,2019,4,2019-04-01,Somerville,MA,Boston-Cambridge-Newton,Middlesex County,2019-04,2614.459160144928,2546.0,68.45916014492786
5104,2144,2019,5,2019-05-01,Somerville,MA,Boston-Cambridge-Newton,Middlesex County,2019-05,2629.879901416266,2603.0,26.879901416265966
5105,2144,2019,6,2019-06-01,Somerville,MA,Boston-Cambridge-Newton,Middlesex County,2019-06,2625.2655419316684,2671.0,-45.734458068331605
5106,2144,2019,7,2019-07-01,Somerville,MA,Boston-Cambridge-Newton,Middlesex County,2019-07,2624.69940982686,2744.0,-119.30059017313988
5107,2144,2019,8,2019-08-01,Somerville,MA,Boston-Cambridge-Newton,Middlesex County,2019-08,2561.3441196627055,2796.0,-234.65588033729455
5108,2144,2019,9,2019-09-01,Somerville,MA,Boston-Cambridge-Newton,Middlesex County,2019-09,2613.6547939903417,2810.0,-196.34520600965834
5109,2144,2019,10,2019-10-01,Somerville,MA,Boston-Cambridge-Newton,Middlesex County,2019-10,2555.4405458839433,2765.0,-209.5594541160567
5110,2144,2019,11,2019-11-01,Somerville,MA,Boston-Cambridge-Newton,Middlesex County,2019-11,2597.688799755628,2687.0,-89.31120024437178
5111,2144,2019,12,2019-12-01,Somerville,MA,Boston-Cambridge-Newton,Middlesex County,2019-12,2590.191152680288,2609.0,-18.808847319712186
5172,2145,2019,1,2019-01-01,Somerville,MA,Boston-Cambridge-Newton,Middlesex County,2019-01,2402.002283817022,2340.0,62.00228381702209
5173,2145,2019,2,2019-02-01,Somerville,MA,Boston-Cambridge-Newton,Middlesex County,2019-02,2384.0291118070504,2318.0,66.02911180705041
5174,2145,2019,3,2019-03-01,Somerville,MA,Boston-Cambridge-Newton,Middlesex County,2019-03,2398.6435428442546,2324.0,74.64354284425463
5175,2145,2019,4,2019-04-01,Somerville,MA,Boston-Cambridge-Newton,Middlesex County,2019-04,2411.790246714115,2345.0,66.7902467141148
5176,2145,2019,5,2019-05-01,Somerville,MA,Boston-Cambridge-Newton,Middlesex County,2019-05,2417.6126745191705,2386.0,31.61267451917047
5177,2145,2019,6,2019-06-01,Somerville,MA,Boston-Cambridge-Newton,Middlesex County,2019-06,2424.007515254126,2445.0,-20.992484745874208
5178,2145,2019,7,2019-07-01,Somerville,MA,Boston-Cambridge-Newton,Middlesex County,2019-07,2420.4393357377444,2493.0,-72.56066426225561
5179,2145,2019,8,2019-08-01,Somerville,MA,Boston-Cambridge-Newton,Middlesex County,2019-08,2385.3668086387393,2538.0,-152.63319136126074
5180,2145,2019,9,2019-09-01,Somerville,MA,Boston-Cambridge-Newton,Middlesex County,2019-09,2428.45541528765,2561.0,-132.54458471235012
5181,2145,2019,10,2019-10-01,Somerville,MA,Boston-Cambridge-Newton,Middlesex County,2019-10,2398.7579734108417,2515.0,-116.24202658915829
5182,2145,2019,11,2019-11-01,Somerville,MA,Boston-Cambridge-Newton,Middlesex County,2019-11,2425.034365970109,2471.0,-45.965634029891135
5183,2145,2019,12,2019-12-01,Somerville,MA,Boston-Cambridge-Newton,Middlesex County,2019-12,2432.155590988832,2442.0,-9.844409011167954
5244,2148,2019,1,2019-01-01,Malden,MA,Boston-Cambridge-Newton,Middlesex County,2019-01,2281.6062879172714,2196.0,85.6062879172714
5245,2148,2019,2,2019-02-01,Malden,MA,Boston-Cambridge-Newton,Middlesex County,2019-02,2261.5355863909263,2190.0,71.53558639092626
5246,2148,2019,3,2019-03-01,Malden,MA,Boston-Cambridge-Newton,Middlesex County,2019-03,2281.1867416605655,2205.0,76.18674166056553
5247,2148,2019,4,2019-04-01,Malden,MA,Boston-Cambridge-Newton,Middlesex County,2019-04,2295.1465695889756,2233.0,62.14656958897558
5248,2148,2019,5,2019-05-01,Malden,MA,Boston-Cambridge-Newton,Middlesex County,2019-05,2298.6160831996085,2269.0,29.61608319960851
5249,2148,2019,6,2019-06-01,Malden,MA,Boston-Cambridge-Newton,Middlesex County,2019-06,2287.820503956712,2305.0,-17.179496043288054
5250,2148,2019,7,2019-07-01,Malden,MA,Boston-Cambridge-Newton,Middlesex County,2019-07,2259.776538097905,2332.0,-72.2234619020951
5251,2148,2019,8,2019-08-01,Malden,MA,Boston-Cambridge-Newton,Middlesex County,2019-08,2219.860203114973,2367.0,-147.13979688502695
5252,2148,2019,9,2019-09-01,Malden,MA,Boston-Cambridge-Newton,Middlesex County,2019-09,2280.4322020538402,2387.0,-106.56779794615977
5253,2148,2019,10,2019-10-01,Malden,MA,Boston-Cambridge-Newton,Middlesex County,2019-10,2221.3264613686656,2347.0,-125.6735386313344
5254,2148,2019,11,2019-11-01,Malden,MA,Boston-Cambridge-Newton,Middlesex County,2019-11,2266.593482104615,2355.0,-88.40651789538515
5255,2148,2019,12,2019-12-01,Malden,MA,Boston-Cambridge-Newton,Middlesex County,2019-12,2281.9715948334137,2359.0,-77.02840516658625
5316,2149,2019,1,2019-01-01,Everett,MA,Boston-Cambridge-Newton,Middlesex County,2019-01,2326.122834757523,2251.5,74.62283475752292
5317,2149,2019,2,2019-02-01,Everett,MA,Boston-Cambridge-Newton,Middlesex County,2019-02,2312.370881793553,2201.0,111.37088179355305
5318,2149,2019,3,2019-03-01,Everett,MA,Boston-Cambridge-Newton,Middlesex County,2019-03,2322.5722525150863,2206.0,116.57225251508635
5319,2149,2019,4,2019-04-01,Everett,MA,Boston-Cambridge-Newton,Middlesex County,2019-04,2340.0169759588543,2231.0,109.01697595885435
5320,2149,2019,5,2019-05-01,Everett,MA,Boston-Cambridge-Newton,Middlesex County,2019-05,2342.3049080364044,2270.0,72.30490803640441
5321,2149,2019,6,2019-06-01,Everett,MA,Boston-Cambridge-Newton,Middlesex County,2019-06,2350.923591029141,2314.0,36.92359102914088
5322,2149,2019,7,2019-07-01,Everett,MA,Boston-Cambridge-Newton,Middlesex County,2019-07,2345.378296314842,2357.0,-11.621703685158081
5323,2149,2019,8,2019-08-01,Everett,MA,Boston-Cambridge-Newton,Middlesex County,2019-08,2271.8984777623646,2391.0,-119.10152223763544
5324,2149,2019,9,2019-09-01,Everett,MA,Boston-Cambridge-Newton,Middlesex County,2019-09,2326.1020394369166,2406.0,-79.89796056308342
5325,2149,2019,10,2019-10-01,Everett,MA,Boston-Cambridge-Newton,Middlesex County,2019-10,2274.5554476579305,2362.0,-87.44455234206953
5326,2149,2019,11,2019-11-01,Everett,MA,Boston-Cambridge-Newton,Middlesex County,2019-11,2294.7496494557195,2356.0,-61.250350544280536
5327,2149,2019,12,2019-12-01,Everett,MA,Boston-Cambridge-Newton,Middlesex County,2019-12,2293.9108086694796,2299.0,-5.089191330520407
5388,2150,2019,1,2019-01-01,Chelsea,MA,Boston-Cambridge-Newton,Suffolk County,2019-01,2426.095679375474,2379.0,47.09567937547399
5389,2150,2019,2,2019-02-01,Chelsea,MA,Boston-Cambridge-Newton,Suffolk County,2019-02,2419.9603804768917,2404.0,15.960380476891714
5390,2150,2019,3,2019-03-01,Chelsea,MA,Boston-Cambridge-Newton,Suffolk County,2019-03,2415.657249127087,2444.0,-28.342750872912802
5391,2150,2019,4,2019-04-01,Chelsea,MA,Boston-Cambridge-Newton,Suffolk County,2019-04,2433.2127802892232,2493.0,-59.78721971077675
5392,2150,2019,5,2019-05-01,Chelsea,MA,Boston-Cambridge-Newton,Suffolk County,2019-05,2428.483013814288,2536.0,-107.51698618571208
5393,2150,2019,6,2019-06-01,Chelsea,MA,Boston-Cambridge-Newton,Suffolk County,2019-06,2422.975686620651,2578.0,-155.02431337934922
5394,2150,2019,7,2019-07-01,Chelsea,MA,Boston-Cambridge-Newton,Suffolk County,2019-07,2395.97445300937,2597.0,-201.02554699063012
5395,2150,2019,8,2019-08-01,Chelsea,MA,Boston-Cambridge-Newton,Suffolk County,2019-08,2353.820013504663,2622.0,-268.17998649533683
5396,2150,2019,9,2019-09-01,Chelsea,MA,Boston-Cambridge-Newton,Suffolk County,2019-09,2408.941201584594,2645.0,-236.05879841540582
5397,2150,2019,10,2019-10-01,Chelsea,MA,Boston-Cambridge-Newton,Suffolk County,2019-10,2363.0907398722793,2590.0,-226.9092601277207
5398,2150,2019,11,2019-11-01,Chelsea,MA,Boston-Cambridge-Newton,Suffolk County,2019-11,2407.3330476528554,2535.0,-127.66695234714462
5399,2150,2019,12,2019-12-01,Chelsea,MA,Boston-Cambridge-Newton,Suffolk County,2019-12,2406.6411020946116,2480.0,-73.3588979053884
5460,2151,2019,1,2019-01-01,Revere,MA,Boston-Cambridge-Newton,Suffolk County,2019-01,2381.90654438814,2361.0,20.90654438813999
5461,2151,2019,2,2019-02-01,Revere,MA,Boston-Cambridge-Newton,Suffolk County,2019-02,2367.593893972054,2408.0,-40.40610602794595
5462,2151,2019,3,2019-03-01,Revere,MA,Boston-Cambridge-Newton,Suffolk County,2019-03,2364.4377138290265,2445.0,-80.5622861709735
5463,2151,2019,4,2019-04-01,Revere,MA,Boston-Cambridge-Newton,Suffolk County,2019-04,2381.0389303273087,2480.0,-98.96106967269134
5464,2151,2019,5,2019-05-01,Revere,MA,Boston-Cambridge-Newton,Suffolk County,2019-05,2365.482913963348,2501.0,-135.51708603665202
5465,2151,2019,6,2019-06-01,Revere,MA,Boston-Cambridge-Newton,Suffolk County,2019-06,2375.7878236500774,2521.0,-145.21217634992263
5466,2151,2019,7,2019-07-01,Revere,MA,Boston-Cambridge-Newton,Suffolk County,2019-07,2377.7733853903037,2532.0,-154.2266146096963
5467,2151,2019,8,2019-08-01,Revere,MA,Boston-Cambridge-Newton,Suffolk County,2019-08,2337.5179928816688,2534.0,-196.48200711833124
5468,2151,2019,9,2019-09-01,Revere,MA,Boston-Cambridge-Newton,Suffolk County,2019-09,2408.4427860673904,2541.0,-132.55721393260956
5469,2151,2019,10,2019-10-01,Revere,MA,Boston-Cambridge-Newton,Suffolk County,2019-10,2364.1122617643805,2484.0,-119.88773823561951
5470,2151,2019,11,2019-11-01,Revere,MA,Boston-Cambridge-Newton,Suffolk County,2019-11,2387.8785965597976,2458.0,-70.12140344020236
5471,2151,2019,12,2019-12-01,Revere,MA,Boston-Cambridge-Newton,Suffolk County,2019-12,2372.788107007922,2432.0,-59.21189299207799
5532,2152,2019,1,2019-01-01,Winthrop,MA,Boston-Cambridge-Newton,Suffolk County,2019-01,2463.3423726799365,2443.0,20.34237267993649
5533,2152,2019,2,2019-02-01,Winthrop,MA,Boston-Cambridge-Newton,Suffolk County,2019-02,2478.9168133509806,2493.0,-14.083186649019353
5534,2152,2019,3,2019-03-01,Winthrop,MA,Boston-Cambridge-Newton,Suffolk County,2019-03,2473.3277315098476,2548.0,-74.67226849015242
5535,2152,2019,4,2019-04-01,Winthrop,MA,Boston-Cambridge-Newton,Suffolk County,2019-04,2488.313811405459,2607.0,-118.68618859454091
5536,2152,2019,5,2019-05-01,Winthrop,MA,Boston-Cambridge-Newton,Suffolk County,2019-05,2498.018421695778,2644.0,-145.98157830422178
5537,2152,2019,6,2019-06-01,Winthrop,MA,Boston-Cambridge-Newton,Suffolk County,2019-06,2502.226150889603,2672.0,-169.7738491103969
5538,2152,2019,7,2019-07-01,Winthrop,MA,Boston-Cambridge-Newton,Suffolk County,2019-07,2488.5366062304524,2692.0,-203.46339376954757
5539,2152,2019,8,2019-08-01,Winthrop,MA,Boston-Cambridge-Newton,Suffolk County,2019-08,2453.985899307776,2707.0,-253.01410069222402
5540,2152,2019,9,2019-09-01,Winthrop,MA,Boston-Cambridge-Newton,Suffolk County,2019-09,2495.189651930723,2727.0,-231.8103480692771
5541,2152,2019,10,2019-10-01,Winthrop,MA,Boston-Cambridge-Newton,Suffolk County,2019-10,2455.6129823972647,2671.6666666666665,-216.05368426940186
5542,2152,2019,11,2019-11-01,Winthrop,MA,Boston-Cambridge-Newton,Suffolk County,2019-11,2489.1593813429963,2616.333333333333,-127.17395199033672
5543,2152,2019,12,2019-12-01,Winthrop,MA,Boston-Cambridge-Newton,Suffolk County,2019-12,2470.113202558289,2561.0,-90.88679744171122
5604,2155,2019,1,2019-01-01,Medford,MA,Boston-Cambridge-Newton,Middlesex County,2019-01,2397.195301173622,2347.0,50.19530117362183
5605,2155,2019,2,2019-02-01,Medford,MA,Boston-Cambridge-Newton,Middlesex County,2019-02,2375.6929146727152,2335.0,40.69291467271523
5606,2155,2019,3,2019-03-01,Medford,MA,Boston-Cambridge-Newton,Middlesex County,2019-03,2395.4583266433183,2349.0,46.45832664331829
5607,2155,2019,4,2019-04-01,Medford,MA,Boston-Cambridge-Newton,Middlesex County,2019-04,2408.2476357404676,2374.0,34.24763574046756
5608,2155,2019,5,2019-05-01,Medford,MA,Boston-Cambridge-Newton,Middlesex County,2019-05,2417.6839436665214,2409.0,8.683943666521373
5609,2155,2019,6,2019-06-01,Medford,MA,Boston-Cambridge-Newton,Middlesex County,2019-06,2419.7407060243218,2456.0,-36.25929397567825
5610,2155,2019,7,2019-07-01,Medford,MA,Boston-Cambridge-Newton,Middlesex County,2019-07,2424.576936190986,2498.0,-73.42306380901391
5611,2155,2019,8,2019-08-01,Medford,MA,Boston-Cambridge-Newton,Middlesex County,2019-08,2378.7755236063067,2530.0,-151.2244763936933
5612,2155,2019,9,2019-09-01,Medford,MA,Boston-Cambridge-Newton,Middlesex County,2019-09,2426.485446955199,2541.0,-114.51455304480078
5613,2155,2019,10,2019-10-01,Medford,MA,Boston-Cambridge-Newton,Middlesex County,2019-10,2362.32894428254,2513.0,-150.67105571746015
5614,2155,2019,11,2019-11-01,Medford,MA,Boston-Cambridge-Newton,Middlesex County,2019-11,2398.3268880202745,2483.0,-84.67311197972549
5615,2155,2019,12,2019-12-01,Medford,MA,Boston-Cambridge-Newton,Middlesex County,2019-12,2399.7944297024865,2456.0,-56.20557029751353
5676,2169,2019,1,2019-01-01,Quincy,MA,Boston-Cambridge-Newton,Norfolk County,2019-01,2009.5026626049837,1980.0,29.502662604983698
5677,2169,2019,2,2019-02-01,Quincy,MA,Boston-Cambridge-Newton,Norfolk County,2019-02,2004.8226724948415,1981.0,23.822672494841527
5678,2169,2019,3,2019-03-01,Quincy,MA,Boston-Cambridge-Newton,Norfolk County,2019-03,2008.5325841492254,1992.0,16.532584149225386
5679,2169,2019,4,2019-04-01,Quincy,MA,Boston-Cambridge-Newton,Norfolk County,2019-04,2015.6861451750942,2006.0,9.686145175094225
5680,2169,2019,5,2019-05-01,Quincy,MA,Boston-Cambridge-Newton,Norfolk County,2019-05,2023.3206433388877,2014.0,9.320643338887749
5681,2169,2019,6,2019-06-01,Quincy,MA,Boston-Cambridge-Newton,Norfolk County,2019-06,2017.0791622688332,2011.0,6.079162268833215
5682,2169,2019,7,2019-07-01,Quincy,MA,Boston-Cambridge-Newton,Norfolk County,2019-07,2002.7509142759432,2009.0,-6.24908572405684
5683,2169,2019,8,2019-08-01,Quincy,MA,Boston-Cambridge-Newton,Norfolk County,2019-08,1953.9635096774773,2019.0,-65.0364903225227
5684,2169,2019,9,2019-09-01,Quincy,MA,Boston-Cambridge-Newton,Norfolk County,2019-09,2014.5777199110405,2035.0,-20.422280088959496
5685,2169,2019,10,2019-10-01,Quincy,MA,Boston-Cambridge-Newton,Norfolk County,2019-10,1974.4574514722453,2058.0,-83.54254852775466
5686,2169,2019,11,2019-11-01,Quincy,MA,Boston-Cambridge-Newton,Norfolk County,2019-11,2026.9127933475747,2098.0,-71.08720665242527
5687,2169,2019,12,2019-12-01,Quincy,MA,Boston-Cambridge-Newton,Norfolk County,2019-12,2012.985440151072,2080.0,-67.014559848928
5748,2170,2019,1,2019-01-01,Quincy,MA,Boston-Cambridge-Newton,Norfolk County,2019-01,1973.5327653461145,1907.0,66.5327653461145
5749,2170,2019,2,2019-02-01,Quincy,MA,Boston-Cambridge-Newton,Norfolk County,2019-02,1957.8644396554948,1888.0,69.86443965549483
5750,2170,2019,3,2019-03-01,Quincy,MA,Boston-Cambridge-Newton,Norfolk County,2019-03,1966.086410345177,1886.0,80.086410345177
5751,2170,2019,4,2019-04-01,Quincy,MA,Boston-Cambridge-Newton,Norfolk County,2019-04,1975.7691605259624,1907.0,68.76916052596243
5752,2170,2019,5,2019-05-01,Quincy,MA,Boston-Cambridge-Newton,Norfolk County,2019-05,1989.4597983122492,1896.0,93.45979831224918
5753,2170,2019,6,2019-06-01,Quincy,MA,Boston-Cambridge-Newton,Norfolk County,2019-06,1987.4963683097658,1875.0,112.49636830976578
5754,2170,2019,7,2019-07-01,Quincy,MA,Boston-Cambridge-Newton,Norfolk County,2019-07,1974.2519669155788,1853.0,121.2519669155788
5755,2170,2019,8,2019-08-01,Quincy,MA,Boston-Cambridge-Newton,Norfolk County,2019-08,1951.460364105046,1847.0,104.46036410504598
5756,2170,2019,9,2019-09-01,Quincy,MA,Boston-Cambridge-Newton,Norfolk County,2019-09,1987.859026166815,1851.0,136.85902616681506
5757,2170,2019,10,2019-10-01,Quincy,MA,Boston-Cambridge-Newton,Norfolk County,2019-10,1937.1886497551407,1872.0,65.18864975514066
5758,2170,2019,11,2019-11-01,Quincy,MA,Boston-Cambridge-Newton,Norfolk County,2019-11,1966.3317353372381,1871.0,95.33173533723811
5759,2170,2019,12,2019-12-01,Quincy,MA,Boston-Cambridge-Newton,Norfolk County,2019-12,1971.2619983482123,1844.0,127.26199834821227
5820,2171,2019,1,2019-01-01,Quincy,MA,Boston-Cambridge-Newton,Norfolk County,2019-01,2204.984003572989,2166.0,38.98400357298897
5821,2171,2019,2,2019-02-01,Quincy,MA,Boston-Cambridge-Newton,Norfolk County,2019-02,2212.974221851549,2180.0,32.97422185154892
5822,2171,2019,3,2019-03-01,Quincy,MA,Boston-Cambridge-Newton,Norfolk County,2019-03,2214.436345101052,2203.0,11.436345101052211
5823,2171,2019,4,2019-04-01,Quincy,MA,Boston-Cambridge-Newton,Norfolk County,2019-04,2225.5707400052715,2225.0,0.5707400052715457
5824,2171,2019,5,2019-05-01,Quincy,MA,Boston-Cambridge-Newton,Norfolk County,2019-05,2241.9657262614605,2232.0,9.965726261460532
5825,2171,2019,6,2019-06-01,Quincy,MA,Boston-Cambridge-Newton,Norfolk County,2019-06,2253.8258203848727,2237.0,16.825820384872713
5826,2171,2019,7,2019-07-01,Quincy,MA,Boston-Cambridge-Newton,Norfolk County,2019-07,2240.964275898718,2255.0,-14.035724101282085
5827,2171,2019,8,2019-08-01,Quincy,MA,Boston-Cambridge-Newton,Norfolk County,2019-08,2182.321489698705,2267.0,-84.67851030129486
5828,2171,2019,9,2019-09-01,Quincy,MA,Boston-Cambridge-Newton,Norfolk County,2019-09,2214.5858294683762,2283.0,-68.41417053162377
5829,2171,2019,10,2019-10-01,Quincy,MA,Boston-Cambridge-Newton,Norfolk County,2019-10,2157.3632747556526,2241.5,-84.13672524434742
5830,2171,2019,11,2019-11-01,Quincy,MA,Boston-Cambridge-Newton,Norfolk County,2019-11,2182.6053396996203,2200.0,-17.394660300379655
5831,2171,2019,12,2019-12-01,Quincy,MA,Boston-Cambridge-Newton,Norfolk County,2019-12,2169.6767488942655,2173.0,-3.323251105734471
5892,2176,2019,1,2019-01-01,Melrose,MA,Boston-Cambridge-Newton,Middlesex County,2019-01,2265.7868624022003,2267.0,-1.2131375977996868
5893,2176,2019,2,2019-02-01,Melrose,MA,Boston-Cambridge-Newton,Middlesex County,2019-02,2251.545818361868,2284.0,-32.45418163813201
5894,2176,2019,3,2019-03-01,Melrose,MA,Boston-Cambridge-Newton,Middlesex County,2019-03,2261.051556370145,2315.0,-53.948443629854864
5895,2176,2019,4,2019-04-01,Melrose,MA,Boston-Cambridge-Newton,Middlesex County,2019-04,2259.545048144888,2347.0,-87.45495185511209
5896,2176,2019,5,2019-05-01,Melrose,MA,Boston-Cambridge-Newton,Middlesex County,2019-05,2270.848838367637,2380.0,-109.1511616323628
5897,2176,2019,6,2019-06-01,Melrose,MA,Boston-Cambridge-Newton,Middlesex County,2019-06,2266.8256310218744,2396.0,-129.17436897812559
5898,2176,2019,7,2019-07-01,Melrose,MA,Boston-Cambridge-Newton,Middlesex County,2019-07,2256.5891467221163,2402.0,-145.4108532778837
5899,2176,2019,8,2019-08-01,Melrose,MA,Boston-Cambridge-Newton,Middlesex County,2019-08,2209.947545086957,2392.0,-182.05245491304322
5900,2176,2019,9,2019-09-01,Melrose,MA,Boston-Cambridge-Newton,Middlesex County,2019-09,2282.8785917172418,2387.0,-104.12140828275824
5901,2176,2019,10,2019-10-01,Melrose,MA,Boston-Cambridge-Newton,Middlesex County,2019-10,2215.6526209047474,2334.0,-118.34737909525256
5902,2176,2019,11,2019-11-01,Melrose,MA,Boston-Cambridge-Newton,Middlesex County,2019-11,2260.7826616759608,2281.0,-20.217338324039247
5903,2176,2019,12,2019-12-01,Melrose,MA,Boston-Cambridge-Newton,Middlesex County,2019-12,2266.0426471831993,2231.0,35.04264718319928
5964,2184,2019,1,2019-01-01,Braintree,MA,Boston-Cambridge-Newton,Norfolk County,2019-01,2228.8680158689326,2195.0,33.868015868932616
5965,2184,2019,2,2019-02-01,Braintree,MA,Boston-Cambridge-Newton,Norfolk County,2019-02,2185.890298034378,2196.0,-10.109701965622207
5966,2184,2019,3,2019-03-01,Braintree,MA,Boston-Cambridge-Newton,Norfolk County,2019-03,2185.8972961463337,2198.0,-12.102703853666299
5967,2184,2019,4,2019-04-01,Braintree,MA,Boston-Cambridge-Newton,Norfolk County,2019-04,2186.8618366190285,2207.0,-20.13816338097149
5968,2184,2019,5,2019-05-01,Braintree,MA,Boston-Cambridge-Newton,Norfolk County,2019-05,2201.065593700649,2216.0,-14.93440629935094
5969,2184,2019,6,2019-06-01,Braintree,MA,Boston-Cambridge-Newton,Norfolk County,2019-06,2205.8250194294433,2220.0,-14.174980570556727
5970,2184,2019,7,2019-07-01,Braintree,MA,Boston-Cambridge-Newton,Norfolk County,2019-07,2194.171462432684,2225.0,-30.828537567315834
5971,2184,2019,8,2019-08-01,Braintree,MA,Boston-Cambridge-Newton,Norfolk County,2019-08,2110.166261092831,2234.0,-123.83373890716894
5972,2184,2019,9,2019-09-01,Braintree,MA,Boston-Cambridge-Newton,Norfolk County,2019-09,2224.6370454685025,2243.0,-18.362954531497508
5973,2184,2019,10,2019-10-01,Braintree,MA,Boston-Cambridge-Newton,Norfolk County,2019-10,2098.5758339172125,2241.0,-142.42416608278745
5974,2184,2019,11,2019-11-01,Braintree,MA,Boston-Cambridge-Newton,Norfolk County,2019-11,2162.9703068704216,2228.0,-65.02969312957839
5975,2184,2019,12,2019-12-01,Braintree,MA,Boston-Cambridge-Newton,Norfolk County,2019-12,2163.8490225959645,2208.0,-44.15097740403553
6036,2210,2019,1,2019-01-01,Boston,MA,Boston-Cambridge-Newton,Suffolk County,2019-01,2848.1055130169443,2924.0,-75.89448698305569
6037,2210,2019,2,2019-02-01,Boston,MA,Boston-Cambridge-Newton,Suffolk County,2019-02,2841.3153261839534,2952.0,-110.6846738160466
6038,2210,2019,3,2019-03-01,Boston,MA,Boston-Cambridge-Newton,Suffolk County,2019-03,2839.249947232062,2963.0,-123.75005276793809
6039,2210,2019,4,2019-04-01,Boston,MA,Boston-Cambridge-Newton,Suffolk County,2019-04,2844.988517285627,2968.0,-123.01148271437296
6040,2210,2019,5,2019-05-01,Boston,MA,Boston-Cambridge-Newton,Suffolk County,2019-05,2846.6961064018446,2979.0,-132.30389359815535
6041,2210,2019,6,2019-06-01,Boston,MA,Boston-Cambridge-Newton,Suffolk County,2019-06,2844.448302271018,3001.0,-156.55169772898216
6042,2210,2019,7,2019-07-01,Boston,MA,Boston-Cambridge-Newton,Suffolk County,2019-07,2837.3166188814166,3035.0,-197.68338111858338
6043,2210,2019,8,2019-08-01,Boston,MA,Boston-Cambridge-Newton,Suffolk County,2019-08,2817.230025658364,3062.0,-244.76997434163604
6044,2210,2019,9,2019-09-01,Boston,MA,Boston-Cambridge-Newton,Suffolk County,2019-09,2835.9176602593616,3085.0,-249.08233974063842
6045,2210,2019,10,2019-10-01,Boston,MA,Boston-Cambridge-Newton,Suffolk County,2019-10,2812.784153975406,3049.0,-236.21584602459416
6046,2210,2019,11,2019-11-01,Boston,MA,Boston-Cambridge-Newton,Suffolk County,2019-11,2836.648530639925,3054.0,-217.35146936007504
6047,2210,2019,12,2019-12-01,Boston,MA,Boston-Cambridge-Newton,Suffolk County,2019-12,2829.151018627329,3019.0,-189.848981372671
6108,2215,2019,1,2019-01-01,Boston,MA,Boston-Cambridge-Newton,Suffolk County,2019-01,2401.5410421386177,2453.0,-51.45895786138226
6109,2215,2019,2,2019-02-01,Boston,MA,Boston-Cambridge-Newton,Suffolk County,2019-02,2438.360206423609,2535.0,-96.63979357639118
